id,source,comment,sentiment
555,YouTube,"I really despise Dubai and everything about it, on one hand you have those influencers taking pictures on the tops of skyscrapers and on the other hand there are people (mostly from india) who get tricked into coming to dubai for a working opportunity, they get human trafficked there, their passport is then confiscated so they can't return and that's how they become slaves (their real salary is so low they are happy to eat one meal a day, live in flats with around 30 other people) and can do nothing about it, Now you should understand why Dubai is the place with the most daily number of suicides at present day... I hope the sea level rises and floods that piece of super expensive bullshit of a city along with unimaginable suffering of trafficked workers :( :( :(",
556,YouTube,I did not know Thiago alcantara is also cabin crew besides being a Liverpool FC player.,
557,YouTube,What is the salary of you guys,
558,YouTube,Thanks guys for sharing your day and a flight attendant’s life It seems all luxury and full packed glamour. It is no doubts with endurance of hard work like in every other careers. Stay safe and happy,
559,YouTube,"Lovely video, a good insight on the life of Emirates crew at the base and abroad . Is this an official airline video or privately made by film actors? It shows private life of a couple with their personal intimacy shown in video , I guess it's not sponsored by the airline.",
560,YouTube,Any stories about cheating? Is it as we all imagine between cabin crew and pilots? (Not talking about yourselves of course),
561,YouTube,Wait.... how do you manage to get staff on the same flight I though it was random crew assignment for every flight,
562,YouTube,You guys deserve a lot dudes. After all dusting out and laying in bed will be sooo warm.....thank you you both and people tons like you overall in world flying caring and we Passengers should also have the same smile given back to you as you all deserve it more. Finally I would still say you guys should be given some local currency when you check in rather than adding in pay check.....would be sooo handy.... Emirates pls try to weigh this out!!!! All the best for your service to Mankind.....one worthful service to all of us,
563,YouTube,Thank you for sharing your worklife. What a fascinating insight behind the scenes 👏.,
564,YouTube,"No Need for Price Hikes Lately, headlines have been warning that prices are about to go up. The price of many commodities has already started rising and pundits alert that this is only the beginning. “Unilever warns of more price hikes as inflation worsens,” writes Reuters. “As Inflation Persists, Everything Is Getting More Expensive,” echoes The New York Times. “Fed to begin slowing economic aid as inflation worries rise,” warns the Los Angeles Times. Everyone has become gloom and doom prophets, but no one is asking why there should be inflation in the first place. Commentators on all news outlets explain that shortage of computer chips, jams in supply chains, rising oil prices, and a spike in consumer demand following the termination of the closures are all contributing to the price hikes. I think we should not be so credulous; behind all those “crises” are people poised to make billions over billions at our expense. They will not starve us; starving people doesn’t create revenue for tycoons. To keep padding their bank accounts, magnets will give us crumbs here and there to keep us going. They won’t deny us food or electricity, or other staples, as this would send people to the streets, which is bad for business. What they will do is stretch the wire thin until it almost snaps, and squeeze from us as much as they can without crossing over to riots and mayhem. We might think that if someone else were in charge, things would be better. We might elect a new president, force the government to “regulate” the rich or tax them, but it is all for nothing. In order to get to the top, you have to be like the people at the top, but worse, or they will crush you. As a result, anyone who gets to the top is already willing to perpetuate the system. Moreover, we the people have been numbed for so many years that we can no longer imagine a different life than what we have. We have been made to think that life is a struggle for survival. All the while, the chiefs are running a completely different life than ours, one we cannot even imagine. In their parallel universe, which governs ours, money doesn’t buy gadgets or vacations, but power, control, and much more money. But there is one thing that money cannot buy, and it is not love. Money can’t buy meaning! When we begin to ponder the meaning of the rat race, the reason for the madness we call “civilization,” and indeed, the meaning of life itself, we will transcend all physical boundaries. For now, the inequality and injustice that are spreading through society are only aggravating our misery. Eventually, they will force us to ask what it is all for. When this happens, we will begin to learn why we are here and how we can rise above the physical shells that host our tormented souls.. We will not begin this process of self-education until we feel that we have suffered enough. It is therefore my hope that we will decide to terminate this senseless ego-game and start rising above the power struggles as soon as possible. Once we embark on the new journey, we will discover that we have been deluding ourselves the whole time thinking that we can rise above others. We will discover that we are all connected, so every time we hurt someone, we hurt ourselves, as well, in ways we could not notice. This is why in our previous mode of work, we could never be happy. We will realize that we can be happy only when everyone is happy, just as no part of the body can feel good unless the whole body feels good. Our biggest enemy is ignorance. Our obliviousness to our interconnectedness makes us act in the selfish ways we do, so our first and most important task is to grasp that pain anywhere is pain everywhere. Only if we understand this, we will act in a considerate manner, and we will suddenly discover that there is no need for any price hikes, there is no shortage of anything, but rather abundance of everything that we might need to give us a good, secure, and happy life.",
